"ID_PROD",0	"CATEGORIA",0	"SUBCATEGORIA",0	"NOMBRE",0	"DESCRIPCION",0	"MARCA",0	"UNIDCOMP",0	"PRECOSTO",1	"PREVENTA",1	"STOCK",1	"TPREPAR",1	"FECCRE",2	"FECMOD",2	"ACTIVO",0	"PROVEE",0
7613033447150	COUNTER	SNACK		Lenteja Nestle 		Caja de 24 unid	0.424	0.6	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	33
0000123456788	COUNTER	LIBRERIA		Lentejuelas - Sobre		Cartón	0.12	0.4	26	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
#2780	COUNTER	LIBRERIA		Pila Batería CR2032		Tira de 5	1	2	3		2018:03:08:09:37:52	2018:03:08:09:37:52	V	
#283	COUNTER	LIBRERIA		Pilas de reloj 1.55V		tira de 10	0.2	1	14	0	2017:09:23:16:38:31	2017:09:23:16:38:31	V	
22caa18s	COUNTER	SNACK		habas- karinto			0	1.2	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
ENVIO01	COUNTER	SERVIC		Envío de Información 			0	1	987	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
FOT10	COUNTER	SERVIC		Fotocopia de DNI			0	0.3	-181	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
AVI01	COUNTER	SERVIC		Publicación AVISO A4 x 15 días			0	4	66	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
#306	COUNTER	SNACK		Chocolate Ole Ole		Bolsa de 60	0.08	0.2	30		2018:05:10:16:25:59	2018:05:10:16:25:59	V	
AVI02	COUNTER	SERVIC		Publicación AVISO A5 x 15 días			0	2	59	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
#323	COUNTER	SNACK		Fochis  pasas		Paq. de 12	0.85	1.2	10		2018:06:15:14:17:34	2018:06:15:14:17:34	V	
OTRO00000	COUNTER	OTRO		OTRO - COUNTER Escriba descripción			0	500.2	1453	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
COC01	COCINA	BEBIDAS		Chupete (Marciano)			0	1	0	0	2017:02:28:18:16:01	2017:02:28:18:16:01	F	
001254898	COUNTER	SNACK		chupetin GROSSO			0	0.5	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
#317	COUNTER	LIBRERIA		Pila Panasonic AA (Paq. de dos		Caja de 10 pares	0.918	1.5	5		2018:05:24:11:28:07	2018:05:24:11:28:07	V	
7750168799584	COUNTER	SNACK		Cua Cua - Wafer cubierto chocolate	FIELD	Caja de 30	0.423333333333333	0.7	4	0	2017:05:28:16:02:51	2017:05:28:16:02:51	V	44
LIB001	COUNTER	LIBRERIA		huellero tampón JQ		docena	0.666666666666667	1.5	5	0	2017:03:23:10:41:32	2017:03:23:10:41:32	F	
7750885011983	COUNTER	SNACK		Obsesión Chico 21g	Costa	Paq. de 12	0.316666666666667	0.7	0	0	2017:03:27:22:55:22	2017:03:27:22:55:22	F	
7750885008105	COUNTER	SNACK		Cañonazo	Costa		0.375	0.7	0	0	2017:04:03:17:55:42	2017:04:03:17:55:42	F	
#322	COUNTER	GASEOSA		Sporade 1.5L		Paq. de 6	3.25	4.5	0		2018:06:15:11:57:59	2018:06:15:11:57:59	V	
77542496	COUNTER	SNACK		Muss Cremino	Cremino	Paq de 24	0.407083333333333	0.6	0	0	2017:04:05:16:04:58	2017:04:05:16:04:58	F	44
#271	COUNTER	LIBRERIA		Cajita de chinches TOP CREDIT X 50 unid	TOP CREDIT	Caja de 10 cajitas	0.555555555555556	1.2	0	0	2017:03:28:22:29:24	2017:03:28:22:29:24	V	
#284	COUNTER	LIBRERIA		Mouse Logitech M90		unidad	13	17	3	0	2017:04:22:13:29:06	2017:04:22:13:29:06	V	
#285	COUNTER	LIBRERIA		Teclado Logitech K120		unidad	26	32	3	0	2017:04:22:13:30:21	2017:04:22:13:30:21	V	
#286	COUNTER	LIBRERIA		Tinta EPSON 664		unidad	29	35	0	0	2017:04:22:13:31:10	2017:04:22:13:31:10	F	
#287	COUNTER	LIBRERIA		Papelógrafo		ciento	0.2	0.7	0	0	2017:04:25:22:32:08	2017:04:25:22:32:08	V	
7622300095888	COUNTER	SNACK		Doña Pepa		caja de 30	0.5	0.7	9	0	2017:05:10:13:58:31	2017:05:10:13:58:31	V	44, NAD1
7750885011778	COUNTER	SNACK		Vizzio - almendras con chocolate 21g	COSTA	Caja de 20	0.775	1.2	0	0	2017:05:20:22:47:21	2017:05:20:22:47:21	V	
6940928400329	COUNTER	LIBRERIA		Audífono Halion PC	HALION	Docena o fracción	15	21	0	0	2017:05:18:10:58:44	2017:05:18:10:58:44	V	
7802225510264	COUNTER	SNACK		Bombones Privilegio	ARCOR	Bolsa de 42	0.157142857142857	0.3	0	0	2017:05:25:13:24:01	2017:05:25:13:24:01	F	
#350	COUNTER	SNACK		TicTac 			0	1	0		2018:09:13:09:40:54	2018:09:13:09:40:54	V	MÉTRICA
01600025	COUNTER	LIBRERIA		Etiquetas para Cuadernos			0	1.8	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7895800164501	COUNTER	SNACK		Chiclets Adams Menta		Caja de 100	0.0994	0.2	0	0	2017:06:03:10:55:57	2017:06:03:10:55:57	F	44
#481	COUNTER	LIBRERIA		Cargador  de celular E6685 USB		docena o fracción	7.5	10	3		2018:11:29:15:26:47	2018:11:29:15:26:47	V	
#296	COUNTER	LIBRERIA		Cargador  de celular E6168 USB		docena o fracción	12	16	3	0	2017:06:23:14:44:38	2017:06:23:14:44:38	V	
7702133862816	COUNTER	SNACK		Trident - Goma de mascar 10.2g	ADAMS	Caja de 18	0.716111111111111	1	2	0	2017:05:20:22:39:42	2017:05:20:22:39:42	V	44
#318	COUNTER	SNACK		Clorets		Caja de 20	0.3825	0.5	3		2018:05:24:11:38:55	2018:05:24:11:38:55	V	
77546128	COUNTER	SNACK		TOPLINE Chicles en barra		Caja de 20 unid	0.375	0.5	6	0	2017:03:02:12:19:53	2017:03:02:12:19:53	V	
#304	COUNTER	LIBRERIA		Audífono Celular QUEST colores		docena o fracción	1.5	3	8	0	2017:07:25:19:21:48	2017:07:25:19:21:48	V	
AVI03	COUNTER	SERVIC		Publicación AVISO A6 x 15 días			0	1	64	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7750885006538	COUNTER	SNACK		Mentitas		Caja de 24	0.445416666666667	0.6	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
#477	COUNTER	GASEOSA		Gatorade 500mL		Paq de 12	1.58333333333333	2.2	8		2018:11:27:10:52:48	2018:11:27:10:52:48	V	
#487	COUNTER	GASEOSA		Powerade 600mL		Paq. de 6	1.76666666666667	2.2	12		2018:12:01:10:29:19	2018:12:01:10:29:19	V	
7750670008136	COUNTER	GASEOSA		Free Tea - 450mL		Paq. de 12	1.5	2	3	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	01, 02
7613033446832	COUNTER	SNACK		Chocolate Triangulo Donofrio		Caja de 22	1.14	1.5	8	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	33
#2777	COUNTER	SERVIC		Papel fotográfico A4 - 180gr	Milenium	Paq. de 20	0.315	1	-26		2018:01:31:19:54:01	2018:01:31:19:54:01	V	
#2791	COUNTER	SNACK		Yogurt Yoleicito		Docena o media docena	0.89	1.2	0		2018:03:10:14:34:05	2018:03:10:14:34:05	F	44
0000123456789	COUNTER	LIBRERIA		Escarcha - Sobre 			0.12	0.4	3	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
#2811	COUNTER	LIBRERIA		Mica para DNI		Ciento o medio ciento	0.16	0.5	36		2018:03:14:22:04:42	2018:03:14:22:04:42	V	
#2821	COUNTER	LIBRERIA		Mica para Fotocheck		Ciento o medio ciento	0.18	0.6	47		2018:03:14:22:05:04	2018:03:14:22:05:04	V	
7750082007581	COUNTER	LIBRERIA		Plumones Delgados - Artesco			0	6.5	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
#2830	COUNTER	SERVIC		Papel fotográfico A4 Adhesivo - 120gr	Milenium	Paq. de 20	0.611	2	-3		2018:03:17:20:11:05	2018:03:17:20:11:05	V	
#290h	COUNTER	HELADERÍA		Helado Copa K-bana		paq. de 18	1.56666666666667	2	5		2018:03:23:20:00:23	2018:03:23:20:00:23	V	
#284h	COUNTER	HELADERÍA		Helado Mega Almendra		paq. de 16	2.7075	3.5	6		2018:03:23:18:41:29	2018:03:23:18:41:29	V	
#293h	COUNTER	HELADERÍA		Helado Dolcetto		paq. de 30	1.93366666666667	2.5	34		2018:03:23:20:05:37	2018:03:23:20:05:37	V	
#294h	COUNTER	HELADERÍA		Helado Sublime	NESTLE	paq. de 30	1.92166666666667	2.5	26		2018:03:23:20:05:49	2018:03:23:20:05:49	V	
#291h	COUNTER	HELADERÍA		Helado Jet		paq. de 30	1.20133333333333	1.5	4		2018:03:23:20:05:15	2018:03:23:20:05:15	V	
#289h	COUNTER	HELADERÍA		Helado Sandwich Mini		paq. de 30	0.801333333333333	1	-12		2018:03:23:20:00:05	2018:03:23:20:00:05	V	
#288h	COUNTER	HELADERÍA		Helado Pibe Café		paq. de 24	0.8	1	16		2018:03:23:19:59:39	2018:03:23:19:59:39	V	
#299h	COUNTER	HELADERÍA		Helado Bombones		paq. de 18	2.81666666666667	3.5	16		2018:04:16:13:27:24	2018:04:16:13:27:24	V	
#283h	COUNTER	HELADERÍA		Helado Frío Rico Vainilla		paq. de 12	2.79583333333333	3.5	2		2018:03:23:18:40:19	2018:03:23:18:40:19	V	
#285h	COUNTER	HELADERÍA		Helado Alaska Mango/Fresa		paq. de 30	1.64466666666667	2	0		2018:03:23:18:42:15	2018:03:23:18:42:15	V	
7750082012165	COUNTER	LIBRERIA		Clip Mariposa (Sujetador) -binder			0	0.5	6	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
#286h	COUNTER	HELADERÍA		Helado Alaska Mouse Fresa		paq. de 20	2.0555	2.5	11		2018:03:23:19:58:23	2018:03:23:19:58:23	V	
#312h	COUNTER	HELADERÍA		Sin Parar Crunch		paq. de 20	2.31	3	16		2018:05:14:15:30:46	2018:05:14:15:30:46	V	
#303h	COUNTER	HELADERÍA		Helado Sandwich		paq. de 30	2.36933333333333	3	21		2018:05:07:15:32:07	2018:05:07:15:32:07	V	
ESP04	COUNTER	SERVIC		Espiralado hasta 200 hojas			0	10	0		2018:04:04:11:37:19	2018:04:04:11:37:19	V	
0777712345878	COUNTER	LIBRERIA		Libreta Notas - Espiral Grande			0	3.5	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
7755873142984	COUNTER	LIBRERIA		Cuaderno Espiralado - Shark			0	12	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	F	
ENM02	COUNTER	SERVIC		Enmicado A5			0	4	-1		2018:04:30:13:30:53	2018:04:30:13:30:53	V	
ENM03	COUNTER	SERVIC		Enmicado A4			0	6	-4		2018:04:30:13:31:11	2018:04:30:13:31:11	V	
7702018965267	COUNTER	LIMPIEZA		Máquina de afeitar Gillete Blue II. Unidad		Media docena	3.83333333333333	4.5	3		2018:05:03:15:36:24	2018:05:03:15:36:24	F	
#382	COUNTER	LIMPIEZA		Máquina de afeitar Gillete Prestobarba UntraGrip	PRESTOBARBA	Tira de 12	2	2.5	2		2018:10:26:13:27:11	2018:10:26:13:27:11	V	
#287h	COUNTER	HELADERÍA		Helado Zombie Pop		paq. de 24	0.800416666666667	1	9		2018:03:23:19:58:48	2018:03:23:19:58:48	V	
#484	COUNTER	LIMPIEZA		Máquina de afeitar Shick Exacta2 Verde - Doble hoja 	Shick	Tira de 12	2.03166666666667	2.5	0		2018:11:30:11:32:17	2018:11:30:11:32:17	V	
#483	COUNTER	LIMPIEZA		Máquina de afeitar Shick 2 Amarilla Económica - Doble hoja 	Shick	Tira de 24	1.08208333333333	1.3	0		2018:11:30:11:32:14	2018:11:30:11:32:14	V	
#485	COUNTER	LIMPIEZA		Máquina de afeitar Shick Xtreme 3 Verde-Negro Triple Hoja	Shick		0	3.5	0		2018:11:30:11:42:51	2018:11:30:11:42:51	V	
#346	COUNTER	LIMPIEZA		Nutribela 10		Tira de 6	1.20333333333333	1.5	0		2018:09:08:21:13:31	2018:09:08:21:13:31	V	
7613032019457	COUNTER	SNACK		Chocolate Princesa en barra		Caja de 20	1.1	1.5	5	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	33
SUB304	COUNTER	SNACK		Chocolate Sublime Clásico 30g	NESTLE	Caja de 24	1.0625	1.2	6		2018:05:10:16:11:24	2018:05:10:16:11:24	V	NAD01
#443	COUNTER	SNACK		Chocolate Sublime Clásico 40g	NESTLE		0	1.5	0		2018:11:09:14:42:31	2018:11:09:14:42:31	F	
#310	COUNTER	SNACK		Chin chin Gallemellow		Caja de 12	0.463333333333333	0.7	0		2018:05:10:16:48:47	2018:05:10:16:48:47	F	
#315	COUNTER	SNACK		Chocolate Sublime Blanco 40g	NESTLE	Caja de 12	1.33333333333333	1.8	8		2018:05:23:13:56:42	2018:05:23:13:56:42	V	
#292h	COUNTER	HELADERÍA		Helado Huracán		paq. de 20	1.201	1.5	17		2018:03:23:20:05:26	2018:03:23:20:05:26	V	
#311h	COUNTER	HELADERÍA		Helado Turbo		paq. de 24	0.825	1	18		2018:05:14:15:28:18	2018:05:14:15:28:18	V	
#1287	COUNTER	GASEOSA		Cifrut 400mL		Paq de 15	0.82	1.2	4		2017:12:04:15:26:53	2017:12:04:15:26:53	V	01, 02
GAS002	COUNTER	GASEOSA		Fanta 400mL		Paq. de 12	1.25	2	8	0	1899:12:30:00:00:00	2017:02:28:00:00:00	V	01
GAS005	COUNTER	GASEOSA		Gaseosa Aquarius 500mL		Paq. de 12	1.33	2	5	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	01
#489	COUNTER	LIBRERIA		Pila RedPower AAA. Unid.			0.562	0.8	0		2018:12:01:23:15:18	2018:12:01:23:15:18	V	
7750670005814	COUNTER	GASEOSA		Volt - 300mL		Paq.de 12	1.3725	2	21	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	01, 02
7750182000896	COUNTER	GASEOSA		Gaseosa Sprite		Paq. de 12	1.25	2	4	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	01
#1286	COUNTER	GASEOSA		Gaseosa Bio Aloe Uva		Paq de 12	1.68333333333333	2	2	0	2017:11:04:13:26:02	2017:11:04:13:26:02	V	02
#316	COUNTER	ALIMENTO		Lata de Atún Florida	FLORIDA	Grupo de 5	4.2	5	0		2018:05:23:13:58:26	2018:05:23:13:58:26	F	
7750670007047	COUNTER	GASEOSA		Gaseosa Big Cola		Paq de 12	0.82	1.2	7	0	2017:11:23:14:15:16	2017:11:23:14:15:16	V	02
7613034978066	COUNTER	SNACK		Chocolate Sublime POWER	NESTLE	Bolsa de 6	0.833333333333333	1.2	4		2018:04:13:12:14:49	2018:04:13:12:14:49	V	33
#319	COUNTER	ALIMENTO		Lata de Lomito de Caballa INCA MAR	INKA MAR	Docena o fracción	4	5	0		2018:06:01:08:51:46	2018:06:01:08:51:46	F	
#376a	COUNTER	ALIMENTO		Lata Filete de Atún INCA MAR 170g	INKA MAR	Docena o fracción	4.5	5.5	0		2018:10:19:20:26:24	2018:10:19:20:26:24	V	
#326	COUNTER	ALIMENTO		Lata Trozo de Atún SAO	SAO	Docena o fracción	4	4.5	0		2018:06:24:22:58:54	2018:06:24:22:58:54	V	
#325	COUNTER	LIMPIEZA		Jabón Nivea Creme Care		Paq. de 12	1.22	1.8	0		2018:06:15:14:26:11	2018:06:15:14:26:11	V	
#320	COUNTER	GASEOSA		Gaseosa Kola Real - lata (KR)		Paq. de 6	1.13333333333333	1.5	0		2018:06:07:11:07:03	2018:06:07:11:07:03	V	
#328	COUNTER	HELADERÍA		Helado Trica			0	1	-1		2018:07:18:11:29:41	2018:07:18:11:29:41	V	
#331	COUNTER	ALIMENTO		Lata Filete Caballa 170gr GLORIA	GLORIA	Docena o fracción	4.13	5.5	0		2018:09:07:15:56:54	2018:09:07:15:56:54	V	GLORIA
#332	COUNTER	ALIMENTO		Lata Trozos Atún 170gr GLORIA	GLORIA	Docena o fracción	4.13	5.5	0		2018:09:07:16:02:15	2018:09:07:16:02:15	V	GLORIA
#341	COUNTER	ALIMENTO		Lata Filete de Atún 170gr GLORIA	GLORIA	Docena o fracción	8.4	10	0		2018:09:07:16:13:37	2018:09:07:16:13:37	V	GLORIA
#329	COUNTER	ALIMENTO		Mantequilla Gloria 100g Barra	GLORIA	Docena o fracción	3.59833333333333	4.5	0		2018:09:07:15:52:12	2018:09:07:15:52:12	V	GLORIA
#330	COUNTER	ALIMENTO		Mantequilla Gloria 200g Barra	GLORIA	Docena o fracción	6.4	7.5	0		2018:09:07:15:56:03	2018:09:07:15:56:03	V	GLORIA
#333	COUNTER	ALIMENTO		Leche Gloria UHT Entera 1L - Caja Azul	GLORIA	Docena o fracción	3.58	4.5	0		2018:09:07:16:03:05	2018:09:07:16:03:05	V	GLORIA
#472	COUNTER	ALIMENTO		Leche Gloria UHT Light Entera 1L - Caja Roja	GLORIA	Docena o fracción	3.85	4.5	0		2018:11:23:12:43:50	2018:11:23:12:43:50	V	
#486	COUNTER	SNACK		Leche Gloria UHT Niños 1L - Caja Amarilla	GLORIA	Docena o fracción	3.93	4.5	0		2018:12:01:10:15:38	2018:12:01:10:15:38	V	
#438	COUNTER	ALIMENTO		Leche Gloria Chocolatada  180mL	GLORIA	Docena o fracción	1.06833333333333	1.2	8		2018:11:09:11:50:02	2018:11:09:11:50:02	V	GLORIA
#334	COUNTER	ALIMENTO		Leche Gloria Chocolatada  1L	GLORIA	Docena o fracción	4.04	5	0		2018:09:07:16:04:00	2018:09:07:16:04:00	V	GLORIA
#335	COUNTER	ALIMENTO		Yogurt Batimix Vain/Choc 125gr	GLORIA	Docena o fracción	2.56	3	1		2018:09:07:16:05:26	2018:09:07:16:05:26	V	GLORIA
#336	COUNTER	ALIMENTO		Yogurt Batimix Vain/Hojuela 125gr	GLORIA	Docena o fracción	2.56	3	2		2018:09:07:16:06:30	2018:09:07:16:06:30	V	GLORIA
#338	COUNTER	ALIMENTO		Yogurt Gloria 185gr Botella	GLORIA	Docena o fracción	1.05	1.2	4		2018:09:07:16:08:51	2018:09:07:16:08:51	V	GLORIA
#337	COUNTER	ALIMENTO		Yogurt Gloria 500gr Botella	GLORIA	Docena o fracción	2.66	3	0		2018:09:07:16:06:58	2018:09:07:16:06:58	V	GLORIA
#436	COUNTER	ALIMENTO		Yogurt Gloria 1Kg Botella	GLORIA	Docena o fracción	4.82666666666667	5.5	0		2018:11:09:11:40:13	2018:11:09:11:40:13	V	
#339	COUNTER	ALIMENTO		Leche Gloria Evap. Lata 400gr Azul, Rojo, Amarillo	GLORIA	Docena o fracción	3	3.3	0		2018:09:07:16:09:38	2018:09:07:16:09:38	V	GLORIA
#340	COUNTER	ALIMENTO		Leche Gloria Evap. Lata 400gr Sin Lactosa  	GLORIA	Docena o fracción	3.09	3.5	0		2018:09:07:16:11:42	2018:09:07:16:11:42	V	GLORIA
#321	COUNTER	GASEOSA		Gaseosa Oro en lata		Paq. de 6	1.13333333333333	1.5	0		2018:06:07:11:07:36	2018:06:07:11:07:36	V	
#343	COUNTER	GASEOSA		Tampico Citrus Punch 500mL		Docena o fracción	1.31	2	0		2018:09:07:16:18:00	2018:09:07:16:18:00	V	GLORIA
#342	COUNTER	GASEOSA		Tampico Citrus Punch 600mL		Docena o fracción	2.27	3	0		2018:09:07:16:17:17	2018:09:07:16:17:17	V	GLORIA
#344	COUNTER	GASEOSA		Aruba Citrus Punch 500mL		Docena o fracción	1.1	1.5	0		2018:09:07:16:19:11	2018:09:07:16:19:11	V	GLORIA
#362	COUNTER	LIMPIEZA		Jabón Protex 120gr		Docena o fracción	2.49	3	0		2018:09:17:19:51:30	2018:09:17:19:51:30	V	
#345	COUNTER	ALIMENTO		Leche Gloria Evap. Lata 170gr	GLORIA	Docena o fracción	1.42833333333333	1.8	0		2018:09:07:17:27:12	2018:09:07:17:27:12	V	GLORIA
#444	COUNTER	LIMPIEZA		Jabón Protex 75gr		Docena o fracción	0	2	0		2018:11:13:10:06:27	2018:11:13:10:06:27	V	
7757174002240	COUNTER	SNACK		Chocolate Golpe		Caja de 24	0.4375	0.6	4	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
#379	COUNTER	SNACK		Quipitos POPS - Dulce con leche en polvo 9g		Caja de 14 unid.	0.583571428571429	0.8	1		2018:10:19:20:34:39	2018:10:19:20:34:39	V	
#392	COUNTER	SNACK		Chocolate KREMANI Winter 42g		Caja de 12	1.63333333333333	2	0		2018:10:27:13:58:13	2018:10:27:13:58:13	V	
#373	COUNTER	ALIMENTO		Bebida Gloria  1L Durazno/Naranja/Mango	GLORIA	Docena o fracción	3.5	3.8	0		2018:10:05:22:39:13	2018:10:05:22:39:13	V	
#353	COUNTER	ALIMENTO		Pimienta molida Sobre			0.203333333333333	0.3	0		2018:09:13:09:45:26	2018:09:13:09:45:26	F	
#354	COUNTER	ALIMENTO		Comino Molido Sobre			0.190833333333333	0.3	0		2018:09:13:09:45:39	2018:09:13:09:45:39	F	
#355	COUNTER	SNACK		Caramelo Limón Arcor		Paq. de 100	0.0515	0.1	0		2018:09:13:09:46:56	2018:09:13:09:46:56	V	
#347	COUNTER	ALIMENTO		Gelatina Royal		Docena o fracción	3.07	3.5	0		2018:09:08:21:15:32	2018:09:08:21:15:32	V	
#352	COUNTER	ALIMENTO		Cocoa WINTER 11gr		Paq. de 50	0.42	0.6	0		2018:09:13:09:44:07	2018:09:13:09:44:07	V	
#356	COUNTER	ALIMENTO		Cereal Angel Fruit Verde		Tira de 12	0.3575	0.5	0		2018:09:13:10:27:20	2018:09:13:10:27:20	V	
#431a	COUNTER	SNACK		Pringles Orig. 37g - Papas fritas		Docena o fracción	2.83	3.2	0		2018:11:01:18:27:58	2018:11:01:18:27:58	V	
#360	COUNTER	SNACK		Caramelo Globo Pop		Bolsa de 24	0.233333333333333	0.5	14		2018:09:13:10:39:59	2018:09:13:10:39:59	V	
#351	COUNTER	SNACK		Caramelo HALLS Barra		Paq. de 12	0.784166666666667	1	16		2018:09:13:09:41:31	2018:09:13:09:41:31	V	
#363	COUNTER	LIMPIEZA		Jabón Palmolive 120gr		Docena o fracción	2.38333333333333	3	0		2018:09:17:19:52:33	2018:09:17:19:52:33	V	
#393	COUNTER	LIMPIEZA		Jabón Moncler 160gr			2.5	3.2	0		2018:10:27:14:08:46	2018:10:27:14:08:46	V	
#364	COUNTER	LIMPIEZA		Champú Savital 36mL		Tira de 12	0.79	1	0		2018:09:17:19:53:15	2018:09:17:19:53:15	V	
#381	COUNTER	LIMPIEZA		Champú HyS Sachet 18mL		Tira de 12	0.791666666666667	1.2	1		2018:10:26:13:21:58	2018:10:26:13:21:58	V	
#467	COUNTER	LIMPIEZA		Champú Konzil Sachet 25mL		Tira de 12	0.677916666666667	1	0		2018:11:22:09:15:28	2018:11:22:09:15:28	V	
#466	COUNTER	LIMPIEZA		Acondicion. Konzil Sachet 25mL		Tira de 12	0.677916666666667	1	0		2018:11:22:09:15:26	2018:11:22:09:15:26	V	
#470	COUNTER	LIMPIEZA		Desodorante NIVEA sachet 10mL invisible		Caja de 18 unid.	0.880555555555556	1.2	0		2018:11:23:12:17:33	2018:11:23:12:17:33	V	
#469	COUNTER	LIMPIEZA		Desodorante NIVEA MEN sachet 10mL invisible		Caja de 18 unid.	0.880555555555556	1.2	0		2018:11:23:12:17:32	2018:11:23:12:17:32	V	
#365	COUNTER	LIMPIEZA		Mentolatum		Caja de 12	0.624166666666667	1	0		2018:09:17:19:54:27	2018:09:17:19:54:27	V	
#366	COUNTER	LIMPIEZA		Crema Dental Kolynos 75cc			3.0925	3.5	0		2018:09:17:19:58:29	2018:09:17:19:58:29	V	
#367	COUNTER	LIMPIEZA		Crema Dental Colgate 75mL			4.35	5	0		2018:09:17:20:15:23	2018:09:17:20:15:23	V	
#464	COUNTER	LIMPIEZA		Crema Dental Dento Triple Acción 75mL		Docena o fraccción	2.16166666666667	3	0		2018:11:22:09:03:57	2018:11:22:09:03:57	V	
#357	COUNTER	ALIMENTO		Cereal Angel Flake Rojo		Tira de 12	0.3575	0.5	0		2018:09:13:10:28:52	2018:09:13:10:28:52	V	
#358	COUNTER	ALIMENTO		Cereal Angel Chock		Tira de 12	0.3575	0.5	0		2018:09:13:10:29:09	2018:09:13:10:29:09	V	
7750182001267	COUNTER	GASEOSA		Frugos Durazno en caja		Caja de 24	1	1.2	4	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	01
#368	COUNTER	ALIMENTO		Huevo Rosado		Jaba de 11Kg aprox.	4.4954954954955	4.9	0		2018:09:18:21:19:22	2018:09:18:21:19:22	V	
#369	COUNTER	ALIMENTO		Aceite SAO - 1L		Docena o fracción	5.75	6.5	0		2018:09:25:09:32:58	2018:09:25:09:32:58	V	
#305l	COUNTER	LIMPIEZA		Papel higuiénico FAMILIA (par)		plancha de 10 pares	1.667	2	1		2018:05:10:16:19:03	2018:05:10:16:19:03	V	
#371	COUNTER	ALIMENTO		Fideos Tallarín (delgado o grueso) 500g Molitalia	MOLITALIA		2.01	2.3	0		2018:10:05:22:29:08	2018:10:05:22:29:08	V	
#374	COUNTER	LIMPIEZA		Papel higuiénico PARACAS 35m  (unid)		plancha de 20	0.7	1	9		2018:10:18:22:18:58	2018:10:18:22:18:58	V	
#372	COUNTER	ALIMENTO		Fideos Cabello de Ángel 250g Molitalia	MOLITALIA		1.005	1.3	0		2018:10:05:22:31:09	2018:10:05:22:31:09	V	
#463	COUNTER	ALIMENTO		Fideos Corbata 250g Molitalia	MOLITALIA		1.04833333333333	1.3	0		2018:11:22:09:00:15	2018:11:22:09:00:15	V	
#462	COUNTER	ALIMENTO		Fideos Codo 250g Molitalia	MOLITALIA		1.04833333333333	1.3	0		2018:11:22:09:00:10	2018:11:22:09:00:10	V	
#374b	COUNTER	ALIMENTO		Azucar rubia San Jacinto (Kg)		Saco de 25Kg.	1.68	2.4	50		2018:10:19:12:14:54	2018:10:19:12:14:54	V	
#300	COUNTER	SNACK		Caramelo HALLS CHERRY 3g		Paq. de 100	0.075	0.2	98	0	2017:08:14:12:00:00	2017:08:14:12:00:00	V	44
7750670011839	COUNTER	GASEOSA		Pulp Nectar - Caja 315mL		Paq. de 24	1.03	1.3	2	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	02
#390	COUNTER	ALIMENTO		Arroz granel Faraón (Kg)		Saco de 10Kg	2.6	3.2	0		2018:10:26:13:49:06	2018:10:26:13:49:06	V	
#468	COUNTER	LIMPIEZA		Papel higuiénico PARACAS verde 25m (unid)		plancha de 20	0.47	0.8	0		2018:11:23:12:13:39	2018:11:23:12:13:39	V	
#376	COUNTER	LIMPIEZA		Papel higuiénico SUPER Verde (par)		plancha de 10 pares	1.15	1.6	1		2018:10:19:20:13:19	2018:10:19:20:13:19	V	
#388	COUNTER	LIMPIEZA		Papel higuiénico ELITE Azul (par)		Plancha de 10 pares	1.75	2.2	3		2018:10:26:13:44:58	2018:10:26:13:44:58	V	
#458	COUNTER	LIMPIEZA		Papel higuiénico ELITE (paq.de 4)		Plancha de 12 x 4	2.91666666666667	3.5	0		2018:11:20:12:22:27	2018:11:20:12:22:27	V	
#488	COUNTER	LIMPIEZA		Papel toallA SUPER (paq.de 2)		Plancha de 6	2.41666666666667	3.2	0		2018:12:01:23:13:37	2018:12:01:23:13:37	V	
#431	COUNTER	LIMPIEZA		Servilleta ELITE. 14X13.5cm		Plancha de 18	0.833333333333333	1.2	3		2018:11:02:11:54:31	2018:11:02:11:54:31	V	
